ID,Orderable Part,Root Part,ProductFamily,description,ProductLifeCycle
7049,MAX16903RAUE50/V+,MAX16903,Auto Power,"2.1MHz, High-Voltage, 1A Mini-Buck Converter",PRODUCTION
7050,MAX16903RAUE50/V+T,MAX16903,Auto Power,"2.1MHz, High-Voltage, 1A Mini-Buck Converter",PRODUCTION
7051,MAX16903SATB33/V+,MAX16903,Auto Power,"2.1MHz, High-Voltage, 1A Mini-Buck Converter",PRODUCTION
7052,MAX16903SATB33/V+T,MAX16903,Auto Power,"2.1MHz, High-Voltage, 1A Mini-Buck Converter",PRODUCTION
7053,MAX16903SATB50/V+,MAX16903,Auto Power,"2.1MHz, High-Voltage, 1A Mini-Buck Converter",PRODUCTION
7054,MAX16903SATB50/V+T,MAX16903,Auto Power,"2.1MHz, High-Voltage, 1A Mini-Buck Converter",PRODUCTION
7055,MAX16903SAUE33+,MAX16903,Auto Power,"2.1MHz, High-Voltage, 1A Mini-Buck Converter",PRODUCTION
7056,MAX16903SAUE33/V+,MAX16903,Auto Power,"2.1MHz, High-Voltage, 1A Mini-Buck Converter",PRODUCTION
7057,MAX16903SAUE33/V+T,MAX16903,Auto Power,"2.1MHz, High-Voltage, 1A Mini-Buck Converter",PRODUCTION
7058,MAX16903SAUE50+,MAX16903,Auto Power,"2.1MHz, High-Voltage, 1A Mini-Buck Converter",PRODUCTION
7059,MAX16903SAUE50+T,MAX16903,Auto Power,"2.1MHz, High-Voltage, 1A Mini-Buck Converter",PRODUCTION
7060,MAX16903SAUE50/V+,MAX16903,Auto Power,"2.1MHz, High-Voltage, 1A Mini-Buck Converter",PRODUCTION
7061,MAX16903SAUE50/V+T,MAX16903,Auto Power,"2.1MHz, High-Voltage, 1A Mini-Buck Converter",PRODUCTION
7062,MAX16904EVKIT#,MAX16904EVKIT,Auto Power,"Evaluation Kit for 2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7063,MAX16904RATB50+,MAX16904,Auto Power,"2.1MHz, High-Voltage, Mini-Buck Converter",PRODUCTION
7064,MAX16904RATB50+T,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7065,MAX16904RATB50/V+,MAX16904,Auto Power,"2.1MHz, High-Voltage, Mini-Buck Converter",PRODUCTION
7066,MAX16904RATB50/V+T,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7067,MAX16904RAUE18/V+,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7068,MAX16904RAUE18/V+T,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7069,MAX16904RAUE33/V+,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7070,MAX16904RAUE33/V+T,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7071,MAX16904RAUE50+,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7072,MAX16904SATB33/V+,MAX16904,Auto Power,"2.1MHz, High-Voltage, Mini-Buck Converter",PRODUCTION
7073,MAX16904SATB33/V+T,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7074,MAX16904SATB50+,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7075,MAX16904SATB50+T,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7076,MAX16904SATB50/V+,MAX16904,Auto Power,"2.1MHz, High-Voltage, Mini-Buck Converter",PRODUCTION
7077,MAX16904SATB50/V+T,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7078,MAX16904SATB51/V+,MAX16904,Auto Power,"2.1MHz, High-Voltage, Mini-Buck Converter",PRODUCTION
7079,MAX16904SATB51/V+T,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7080,MAX16904SATB52/V+,MAX16904,Auto Power,"2.1MHz, High-Voltage, Mini-Buck Converter",PRODUCTION
7081,MAX16904SATB52/V+T,MAX16904,Auto Power,"2.1MHz, High-Voltage, Mini-Buck Converter",PRODUCTION
7082,MAX16904SATB55/V+,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7083,MAX16904SATB55/V+T,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7084,MAX16904SATB60/V+,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7085,MAX16904SATB60/V+T,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7086,MAX16904SATB80/V+,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7087,MAX16904SATB80/V+T,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7088,MAX16904SAUE33+,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7089,MAX16904SAUE33/V+,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7090,MAX16904SAUE33/V+T,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7091,MAX16904SAUE50+,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7092,MAX16904SAUE50+T,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7093,MAX16904SAUE50/V+,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7094,MAX16904SAUE50/V+T,MAX16904,Auto Power,"2.1MHz, High-Voltage, 600mA Mini-Buck Converter",PRODUCTION
7095,MAX16905AUE/V+,MAX16905,Auto Power,"High-Voltage, High-Frequency Step-Down Controller with Low OperatingCurrent",PRODUCTION
7096,MAX16905AUE/V+T,MAX16905,Auto Power,"High-Voltage, High-Frequency Step-Down Controller with Low OperatingCurrent",PRODUCTION
7097,MAX16905EVKIT+,MAX16905,Auto Power,"Eval Kit MAX16905 (High-Voltage, High-Frequency Step-Down Controllerwith Low Operating Current)",PRODUCTION
7098,MAX16907EVKIT#,MAX16907EVKIT,Auto Power,"Eval Kit MAX16907 (36V, 2.2MHz Step-Down Converter with Low OperatingCurrent)",PRODUCTION
7099,MAX16907RATE+,MAX16907,Auto Power,"36V, 2.2MHz Step-Down Converter with Low Operating Current",PRODUCTION
7100,MAX16907RATE+T,MAX16907,Auto Power,"36V, 2.2MHz Step-Down Converter with Low Operating Current",PRODUCTION
7101,MAX16907RATE/V+,MAX16907,Auto Power,"36V, 2.2MHz Step-Down Converter with Low Operating Current",PRODUCTION
7102,MAX16907RATE/V+T,MAX16907,Auto Power,"36V, 2.2MHz Step-Down Converter with Low Operating Current",PRODUCTION
7103,MAX16907RAUE/V+,MAX16907,Auto Power,"36V, 2.2MHz Step-Down Converter with Low Operating Current",PRODUCTION
7104,MAX16907RAUE/V+T,MAX16907,Auto Power,"36V, 2.2MHz Step-Down Converter with Low Operating Current",PRODUCTION
7105,MAX16907SATE+,MAX16907,Auto Power,"36V, 2.2MHz Step-Down Converter with Low Operating Current",PRODUCTION
7106,MAX16907SATE+T,MAX16907,Auto Power,"36V, 2.2MHz Step-Down Converter with Low Operating Current",PRODUCTION
7107,MAX16907SATE/V+,MAX16907,Auto Power,"36V, 2.2MHz Step-Down Converter with Low Operating Current",PRODUCTION
7108,MAX16907SATE/V+T,MAX16907,Auto Power,"36V, 2.2MHz Step-Down Converter with Low Operating Current",PRODUCTION
7109,MAX16907SAUE+,MAX16907,Auto Power,"36V, 2.2MHz Step-Down Converter with Low Operating Current",PRODUCTION
7110,MAX16907SAUE+T,MAX16907,Auto Power,"36V, 2.2MHz Step-Down Converter with Low Operating Current",PRODUCTION
7111,MAX16907SAUE/V+,MAX16907,Auto Power,"36V, 2.2MHz Step-Down Converter with Low Operating Current",PRODUCTION
7112,MAX16907SAUE/V+T,MAX16907,Auto Power,"36V, 2.2MHz Step-Down Converter with Low Operating Current",PRODUCTION
7113,MAX16908RAUE50/V+,MAX16908,Auto Power,"600mA, 2.1MHz, High-Voltage, Mini-Buck Converter with High Gain",PRODUCTION
7114,MAX16908RAUE50/V+T,MAX16908,Auto Power,"600mA, 2.1MHz, High-Voltage, Mini-Buck Converter with High Gain",PRODUCTION
7115,MAX16909EVKIT#,MAX16909EVKIT,Auto Power,"Eval Kit MAX16909 (36V, 220kHz to 1MHz Step-Down Converter with LowOperating Current)",PRODUCTION
7116,MAX16909RATE/V+,MAX16909,Auto Power,"36V, 220kHz to 1MHz Step-Down Converter with Low Operating Current",PRODUCTION
7117,MAX16909RATE/V+T,MAX16909,Auto Power,"36V, 220kHz to 1MHz Step-Down Converter with Low Operating Current",PRODUCTION
7118,MAX16909RAUE+,MAX16909,Auto Power,"36V, 220kHz to 1MHz Step-Down Converter with Low Operating Current",PRODUCTION
7119,MAX16909RAUE+CFZ,MAX16909,Auto Power,"36V, 220kHz to 1MHz Step-Down Converter with Low Operating Current",PRODUCTION
7120,MAX16909RAUE+T,MAX16909,Auto Power,"36V, 220kHz to 1MHz Step-Down Converter with Low Operating Current",PRODUCTION
7121,MAX16909RAUE+TCFZ,MAX16909,Auto Power,"36V, 220kHz to 1MHz Step-Down Converter with Low Operating Current",PRODUCTION
7122,MAX16909RAUE/V+,MAX16909,Auto Power,"36V, 220kHz to 1MHz Step-Down Converter with Low Operating Current",PRODUCTION
7123,MAX16909RAUE/V+T,MAX16909,Auto Power,"36V, 220kHz to 1MHz Step-Down Converter with Low Operating Current",PRODUCTION
7124,MAX16910C9EVKIT#,MAX16910,Auto Power,"Evaluation Kit for 200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7125,MAX16910CASA8+,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7126,MAX16910CASA8+T,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7127,MAX16910CASA8/V+,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7128,MAX16910CASA8/V+T,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7129,MAX16910CASA9+,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7130,MAX16910CASA9+T,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7131,MAX16910CASA9/V+,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7132,MAX16910CASA9/V+T,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7133,MAX16910CATA8+,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7134,MAX16910CATA8+T,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7135,MAX16910CATA8/V+,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7136,MAX16910CATA8/V+T,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7137,MAX16910CATA9+,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7138,MAX16910CATA9+T,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7139,MAX16910CATA9/V+,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7140,MAX16910CATA9/V+T,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low Quiescent Current, Linear Regulator",PRODUCTION
7141,MAX16910DASA8/V+,MAX16910,Auto Power,HV 200mA LDO with low Iq,PRODUCTION
7142,MAX16910DASA8/V+T,MAX16910,Auto Power,HV 200mA LDO with low Iq,PRODUCTION
7143,MAX16910DASA9/V+,MAX16910,Auto Power,HV 200mA LDO with low Iq,PRODUCTION
7144,MAX16910DASA9/V+T,MAX16910,Auto Power,HV 200mA LDO with low Iq,PRODUCTION
7145,MAX16910DATA8/V+,MAX16910,Auto Power,HV 200mA LDO with low Iq,PRODUCTION
7146,MAX16910DATA8/V+T,MAX16910,Auto Power,HV 200mA LDO with low Iq,PRODUCTION
7147,MAX16910DATA9/V+,MAX16910,Auto Power,HV 200mA LDO with low Iq,PRODUCTION
7148,MAX16910DATA9/V+T,MAX16910,Auto Power,HV 200mA LDO with low Iq,PRODUCTION
7149,MAX16910EASA8/V+,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low uiescent Current, Linear Regulator",PRODUCTION
7150,MAX16910EASA8/V+T,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low uiescent Current, Linear Regulator",PRODUCTION
7151,MAX16910EASA9/V+,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low uiescent Current, Linear Regulator",PRODUCTION
7152,MAX16910EASA9/V+T,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low uiescent Current, Linear Regulator",PRODUCTION
7153,MAX16910EATA8/V+,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low. Quiescent Current, Linear Regulator",PRODUCTION
7154,MAX16910EATA8/V+T,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low. Quiescent Current, Linear Regulator",PRODUCTION
7155,MAX16910EATA9/V+,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low. Quiescent Current, Linear Regulator",PRODUCTION
7156,MAX16910EATA9/V+T,MAX16910,Auto Power,"200mA, Automotive, Ultra-Low. Quiescent Current, Linear Regulator",PRODUCTION
7157,MAX16913AEVKIT+,MAX16913AEVKIT,Auto Power,Eval Kit MAX16913 (Remote Antenna Current-Sense Amplifier and Switches),PRODUCTION
7158,MAX16913AGEE+,MAX16913,Auto Power,Remote Antenna Current-Sense Amplifier and Switches,PRODUCTION
7159,MAX16913AGEE+T,MAX16913,Auto Power,Remote Antenna Current-Sense Amplifier and Switches,PRODUCTION
7160,MAX16913AGEE/V+,MAX16913,Auto Power,Remote Antenna Current-Sense Amplifier and Switches,PRODUCTION
7161,MAX16913AGEE/V+T,MAX16913,Auto Power,Remote Antenna Current-Sense Amplifier and Switches,PRODUCTION
7162,MAX16913GEE+,MAX16913,Auto Power,Remote Antenna Current-Sense Amplifier and Switches,PRODUCTION
7163,MAX16913GEE+T,MAX16913,Auto Power,Remote Antenna Current-Sense Amplifier and Switches,PRODUCTION
7164,MAX16914AUB+,MAX16914,Auto Power,"Ideal Diode, Reverse-Battery, and Overvoltage Protection Switch/Limiter Controllers with External MO",PRODUCTION
7165,MAX16914AUB+T,MAX16914,Auto Power,"Ideal Diode, Reverse-Battery, and Overvoltage Protection Switch/Limiter Controllers with External MO",PRODUCTION
7166,MAX16915AUB+,MAX16915,Auto Power,"Ideal Diode, Reverse-Battery, and Overvoltage Protection Switch/Limiter Controllers with External MO",PRODUCTION
7167,MAX16915AUB+T,MAX16915,Auto Power,"Ideal Diode, Reverse-Battery, and Overvoltage Protection Switch/Limiter Controllers with External MO",PRODUCTION
7168,MAX16917BGEE/V+,MAX16917,Auto USB,Automotive USB 2.0 protector with external FET,MATURE
7169,MAX16917BGEE/V+T,MAX16917,Auto USB,Automotive USB2.0 Dataline and VBUS protector,MATURE
7170,MAX16917DGEE/V+,MAX16917,Auto USB,Automotive USB 2.0 protector with external FET,MATURE
7171,MAX16917DGEE/V+T,MAX16917,Auto USB,Automotive USB 2.0 protector with external FET,MATURE
7172,MAX16920BATJ/V+,MAX16920,Auto Power,Automotive Power-Management IC with Three Step-Down Converters andLinear Regulator,PRODUCTION
7173,MAX16920BATJ/V+T,MAX16920,Auto Power,Automotive Power-Management IC with Three Step-Down Converters andLinear Regulator,PRODUCTION
7174,MAX16920BEVKIT+,MAX16920BEVKIT,Auto Power,Eval Kit MAX16920B (Automotive Power-Management IC with Three Step-DownConverters and Linear Regulat,PRODUCTION
7175,MAX16922ATPA/V+,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-LowRESET",PRODUCTION
7176,MAX16922ATPA/V+T,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-LowRESET",PRODUCTION
7177,MAX16922ATPC/V+,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-LowRESET",PRODUCTION
7178,MAX16922ATPC/V+T,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-LowRESET",PRODUCTION
7179,MAX16922ATPE/V+,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-LowRESET",PRODUCTION
7180,MAX16922ATPE/V+T,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-LowRESET",PRODUCTION
7181,MAX16922ATPF/V+,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-LowRESET",PRODUCTION
7182,MAX16922ATPF/V+T,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-LowRESET",PRODUCTION
7183,MAX16922ATPH/V+,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-LowRESET",PRODUCTION
7184,MAX16922ATPH/V+T,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-LowRESET",PRODUCTION
7185,MAX16922ATPI/V+,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-LowRESET",PRODUCTION
7186,MAX16922ATPI/V+T,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-LowRESET",PRODUCTION
7187,MAX16922ATPJ/V+,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-Low RESET",PRODUCTION
7188,MAX16922ATPJ/V+T,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-Low RESET",PRODUCTION
7189,MAX16922ATPK/V+,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-Low RESET",PRODUCTION
7190,MAX16922ATPK/V+T,MAX16922,Auto Power,"2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs, and Active-Low RESET",PRODUCTION
7191,MAX16922EVKIT+,MAX16922EVKIT,Auto Power,"Eval Kit MAX16922 (2.2MHz, Dual, Step-Down DC-DC Converters, Dual LDOs,and Active-Low RESET)",PRODUCTION
7192,MAX16923EVKIT#,MAX16923EVKIT,Display,"Evaluation Kit for 2.2MHz, Dual Step Down DCDC Converters, Dual LDO with watchdog and short protecti",PRODUCTION
7193,MAX16923GTPA/V+,MAX16923,Display,"2.2MHz, Dual Step Down DCDC Converters, Dual LDO with watchdog and short protection",PRODUCTION
7194,MAX16923GTPA/V+T,MAX16923,Display,"2.2MHz, Dual Step Down DCDC Converters, Dual LDO with watchdog and short protection",PRODUCTION
7195,MAX16923GTPC/V+,MAX16923,Display,"2.2MHz, Dual Step Down DCDC Converters, Dual LDO with watchdog and short protection",PRODUCTION
7196,MAX16923GTPC/V+T,MAX16923,Display,"2.2MHz, Dual Step Down DCDC Converters, Dual LDO with watchdog and short protection",PRODUCTION
7197,MAX16924EVKIT#,MAX16924,Auto Power,Evaluation Kit for 4-Channel Automotive PMIC with Preboost,PRODUCTION
7198,MAX16927AGTM/V+,MAX16927A,Display,"Automotive TFT-LCD Power Supply  with Boost, Buck, and Cuk Converters,  VCOM Buffers, Gate Drivers, ",PRODUCTION
7199,MAX16927EVKIT+,MAX16927,Display,"Eval Kit MAX16927 (Automotive TFT-LCD Power Supply with Boost/Buck/CukConverters, VCOM Buffers)",PRODUCTION
7200,MAX16927GTM/V+,MAX16927,Display,"Automotive TFT-LCD Power Supply with Boost, Buck, and Cuk Converters<(>,<)>VCOM Buffers, Gate Driver",PRODUCTION
7201,MAX16928AGUP/V+,MAX16928,Display,Automotive TFT-LCD Power Supply with Boost Converter and Gate Voltage Regulators,PRODUCTION
7202,MAX16928AGUP/V+T,MAX16928,Display,Automotive TFT-LCD Power Supply with Boost Converter and Gate Voltage Regulators,PRODUCTION
7203,MAX16928BGUP/V+,MAX16928,Display,Automotive TFT-LCD Power Supply with Boost Converter and Gate Voltage Regulators,PRODUCTION
7204,MAX16928BGUP/V+T,MAX16928,Display,Automotive TFT-LCD Power Supply with Boost Converter and Gate Voltage Regulators,PRODUCTION
7205,MAX16928CGUP/V+,MAX16928,Display,Automotive TFT-LCD Power Supply with Boost Converter and Gate Voltage Regulators,PRODUCTION
7206,MAX16928CGUP/V+T,MAX16928,Display,Automotive TFT-LCD Power Supply with Boost Converter and Gate Voltage Regulators,PRODUCTION
7207,MAX16928DGUP/V+,MAX16928,Display,Automotive TFT-LCD Power Supply with Boost Converter and Gate Voltage Regulators,PRODUCTION
7208,MAX16928DGUP/V+T,MAX16928,Display,Automotive TFT-LCD Power Supply with Boost Converter and Gate Voltage Regulators,PRODUCTION
7209,MAX16928EVKIT#,MAX16928EVKIT,Display,Eval Kit MAX16928 (Complete Automotive TFT-LCD Display Power Supply),PRODUCTION
7210,MAX16929AGUI/V+,MAX16929,Display,Automotive TFT-LCD Power Supply with Boost Converter and Gate Voltage Regulators,PRODUCTION
7211,MAX16929AGUI/V+T,MAX16929,Display,Automotive TFT-LCD Power Supply with Boost Converter and Gate Voltage Regulators,PRODUCTION
7212,MAX16929BGUI/V+,MAX16929,Display,Automotive TFT-LCD Power Supply with Boost Converter and Gate Voltage Regulators,PRODUCTION
7213,MAX16929BGUI/V+T,MAX16929,Display,Automotive TFT-LCD Power Supply with Boost Converter and Gate Voltage Regulators,PRODUCTION
7214,MAX16929CGUI/V+,MAX16929,Display,Automotive TFT-LCD Power Supply with Boost Converter and Gate Voltage Regulators,PRODUCTION
7215,MAX16929CGUI/V+T,MAX16929,Display,Automotive TFT-LCD Power Supply with Boost Converter and Gate Voltage Regulators,PRODUCTION
7216,MAX16929DGUI/V+,MAX16929,Display,Automotive TFT-LCD Power Supply with Boost Converter and Gate Voltage Regulators,PRODUCTION
